numero;description
219;"(Pl. 166). — TESSÈRE DE JEU. fortunate Cette tessère, assez ancienne — elle est de la fin du VIIe siècle de Rome, — rentre dans une série que nous pouvons reconstituer presque en entier. Elle se composait de 27 réglettes plates, marquées de I à XXV, XXX et LX, et portant la plupart, sur l'une de leurs faces, une épithète au vocatif, souvent injurieuse (ebriose, vinose, fatue). Une trouvaille faite, en 1887, près de Pérouse, ne laisse plus subsister de doute sur l'emploi de ces tessères. Dans une seule tombe, on recueillit 15 réglettes analogues à celle-ci, mêlées à de grandes quantités de pions de jeu en verre et en silex (Notizie degli scavi 1887, p. 396). Le mot *felix* porte le nombre de plus élevé, LX; la marque XXIII est réservée à fortunate, dont on connaît deux exemplaires, celui de M. Dutuit et un autre publié par Gori, *Inscript. Etruriae*, t. I, 80. A ce propos, je demanderai l'exclusion de la tessère qui figure au *Corpus inscript. lat.* X, 8069 s, et qui est manifestement fausse; elle ne vient d'ailleurs pas de Pompéi; l'inventaire du Musée de Naples m'a appris qu'elle fut achetée à un marchand. Vente Saulini (1899). Huelsen, *Mith. des rœm. Institutes 1896*, p. 232. Long. 0.050. — Anse brisée."
220;(Pl. 166). — TESSÈRE ROMAINE. Heraclida. II La forme est celle de la tessère précédente, une réglette plate, avec une anse arrondie et enjolivée d'un point clos. Mais je n'ai aucune idée sur sa destination et ne IVOIRES 169 connais pas d'autre tessère portant, du même côté, un nom propre suivi d'un chiffre. Les lettres ne sont pas gravées sur une ligne absolument droite, et la barre horizontale des deux A se relève un peu. Néanmoins, devant l'original, je n'ai pas douté de son authenticité. Vente Saulini (1899). Long. 0.050. DECLASSIFIED Authority RF 74365 VERRERIE ET TERRE ÉMAILLÉE DECLASSIFIED Authority RF 74365
221;(Pl. 167). — *Verre à boire, en forme de tête de négrillon.* Le visage est souriant et la tête coiffée d’une branchette de lierre en fleur, comme si le négrillon prenait part à un banquet. Sur la nuque, on lit un nom de verrier, *JOHWYTT* Τρίρμαιος (ouvrage de Tryphon), en relief et les lettres allant de droite à gauche. On ne connaît pas d’autre verre portant cette signature. Trouvé en Phénicie et fabriqué, probablement, à Sidon, mais d’après un modèle alexandrin. — Pâte blanche translucide. *Cat. de la vente Hoffmann (1899), n. 401.* Haut. 0.10.
222;(Pl. 168). — *Verre chrétien à fond d’or.* Fond de coupe en pâte vert émeraude. Sujet: L’Agneau pascal couché, à gauche, dans une cabane de paille resVERRERIE ET TERRE ÉMAILLÉE semblant à une ruche et surmontée d'une palme. La colombe eucharistique plane dans l'air et porte une branchette d'olivier au bec. — Légende: KONIAIA KAIAECTINA TIE ZHCEC (pour čhowc). Le nom propre Konia ne figure pas dans nos lexiques. C'est d'ailleurs le seul verre chrétien qui emploie le gentilice et le surnom pour désigner une seule et même personne. Décrit par Le Blant dans les Comptes rendus de l'Acad. des Inscriptions 1887, p. 212 et publié au Catalogue de la Vente Tyszkiewicz (Paris, 1898), n. 101 (pl. VI). Diam. 0.043. — Au revers, patine à reflets d'or.
223;"(Pl. 168). — Verre chrétien à fond d'or. Médaillon d'une coupe cimitériale chrétienne du IVe siècle. Il représente les bustes de deux époux, de face, l'homme portant la toge laticlave, la femme, une robe à bords brodés. Légende: PIE ZESES. Fleurettes dans le champ; bordure radiée et ponctuée. Diam. 0.083. — Vente du Baron Pichon (1897); Catalogue, n. 217."
224;"Coupe en terre émaillée. Elle est de forme hémisphérique et toute couverte d'un bel émail blanc laiteux à rehauts verts et bruns, comme les faïences phéniciennes de Camirus. A l'extérieur, un médaillon central est entouré d'une double frise. La frise principale représente quatre griffons d'ancien style, séparés par des pilastres et des cases quadrillées. Le médaillon figure une fleur ouverte, une rose vue d'en dessous, qui rappelle le type monétaire de la colonie de VERRERIE ET TERRE ÉMAILLÉE 175 Rhoda (Espagne). C'est un des plus anciens vases phéniciens; mais sa forme et le procédé de sa fabrication ont été empruntés à l'Égypte. ![img-2.jpeg](img-2.jpeg) Envoyée de Sayda. Cat. de la vente Hoffmann (1899), n. 74. Haut. 0.09. Diam. 0.152."
225;## Aryballe en terre émaillée. Le vase figure une tête de Fleuve, c'est-à-dire de taureau anthropoïde, avec une barbiche au menton. Il est de style égyptisant, très ancien, mais difficilement phéVERRERIE ET TERRE ÉMAILLÉE nicien. On ignore encore où ces petits flacons qui se trouvent un peu partout ont pu être fabriqués. Émail blanc à touches brunes. — Trouvé en Italie. ![img-3.jpeg](img-3.jpeg) Cat. de la vente Hoffmann (1899), n. 91. Haut. 0.046. FRESQUE 12 DECLASSIFIED Authority RF 74365
226;(Pl. 169). — Fragment de fresque, trouvé dans les fouilles du Jardin de la Farnesina. Une femme (*Vénus*), tournée à gauche, est assise sur une chaise, la main droite tendue vers un enfant nu, probablement ailé (*l'Amour*), qui, debout devant elle, lui apporte un bouquet de fleurs. Le buste et les bras nus, elle est parée de bracelets et d'un collier de perles, et son bras gauche, replié, s'accoude au dossier du siège. Derrière l'Amour, on distingue le pied, appuyé sur une escabelle, et la jambe drapée d'une seconde femme, assise en regard de la première. Dessin au trait, comme dans le monochrome des Joueuses d'osselets, à Naples, et sur les lécythes grecs à fond blanc. Haut. 0.11. Larg. 0.175. DECLASSIFIED Authority RF 74365 SCULPTURES EN PIERRE ET INSCRIPTIONS blank
227;(Pl. 170-171). — CROCODILE EN GRANIT GRIS. Une inscription grecque est gravée sur les deux faces latérales et la face antérieure de la base: L'Ἀγ', Φαρμοῦδι τῇ, ὑπὶρ ῥαστλέως μεγάλου Πτολεμαίου Θεοῦ νέου Διονύσου, Πετεσοῦχου Θεὶν μέγαν, τὸν ἐπ' αὐτοῦ φανέντα Παιὸνί τε' βαίσις Ἀπολλώνιος Ἀπολλωνίου ταλέους. L’an 23, le 12 du mois de Pharmouthi, pour le salut du grand roi Ptolémée dieu, nouveau Bacchus, Apollonios, fils d’Apollonios, a consacré le grand dieu Petesouchos, qui a paru sous ce règne le 18 du mois de Payni, l’an 21 [KA, au lieu de BA]. Le mot ταλέους n’est pas encore expliqué. Ce texte vise le roi Ptolémée XIII Philopator Philadelphe, plus connu sous le nom d’Aulète (joueur de flûte) ou de Nouveau Bacchus, qui prit le gouvernement de l’Égypte l’an 80 avant notre ère, à la mort du dernier roi légitime. Ptolémée XIII fut couronné le 23 mars 76, mais le Sénat de Rome ne le reconnut qu’en 59, sous le consulat de César. Dans l’été de l’année suivante (58), après la prise de l’île de Chypre par l’armée de Caton, il fut chassé par son peuple. Or, notre inscrip SCULPTURES EN PIERRE tion portant la date du 16 février 58, le monument est antérieur de quelques mois seulement à cet exil. On sait que le roi était le père de la belle Cléopâtre, née l'an 69. Replacé sur le trône par Aulus Gabinius, en avril 55, il mourut quatre ans après. Trouvé à Arsinoé du Fayoum. Zeitschrift für ägyptische Sprache 1884, p. 136 (U. Wilcken). — Legrain, Catalogue de la collection H. Hoffmann, n. 95 (pl. 17). — Strack, Die Dynastie der Ptolemäer, p. 271. — Fræhner, Cat. de la vente Hoffmann (1899), n. 64 (pl. 7). Long. 0.53.
228;"(Pl. 172). — Double Terme, représentant les têtes accolées de Bacchus et Libera. Un des plus beaux exemplaires de ces Termes de l'époque d'Hadrien qui font revivre l'ancien style attique de la première moitié du Ve siècle. La barbe de Bacchus est taillée en coin, les cheveux forment trois rangs de bouclettes au-dessus du front et retombent en tresses, de chaque côté, le long des tempes. La bouche est entrouverte. On voit que le sculpteur ne copiait pas servilement son modèle; il l'embellissait et corrigeait la raideur et les inhabiletés de l'art archaïque avec une virtuosité de ciseau qui produit le plus grand effet. Marbre blanc, trouvé à Rome. Haut. 0.30. — La tête de femme ne mesure que 0.29."
229;(Pl. 172). — Masque de Satyre, les cheveux hérissés et couronnés de lierre et de corymbes. — Décor de sarcophage. Marbre blanc, trouvé à Rome. SCULPTURES EN PIERRE 185
230;"(Pl. 172). — Pan et Satyre jeune sacrifiant aux dieux champêtres. Ils accourent à grands pas, l'un de droite, l'autre de gauche, pour mettre des fruits dans le feu allumé sur un petit autel festonné. Le Satyre porte une pardalide sur l'épaule; Pan tient un plateau sur la main gauche levée; lui aussi a une pardalide qui lui sert de manteau. Bas-relief en marbre blanc. — Rome."
231;(Pl. 173). — Esculape et Hygiée. Ils sont debout, dans leur pose traditionnelle, se regardant, Esculape coiffé d'une bandelette, la fille passant un bras autour du cou de son père. A côté du dieu, on distingue les restes, le haut du bras droit, d'un troisième personnage. Fragment de bas-relief en marbre blanc, un peu fruste et ayant souffert des pluies. — IIIe siècle de notre ère. — Rome. Haut. 0.40 (sans la moulure). Larg. 0.22.
232;(Pl. 174). — Bacchante dansant, le thyrse à la main. Fragment d'un vase à relief, de beau style, dans le genre du cratère Borghèse. Marbre blanc, fruste et frotté. — Rome. Haut. 0.17. Larg. 0.10.
233;"(Pl. 175). — Épitaphe de C. Baebius Musaeus, architecte militaire. Devant de sarcophage. L'inscription latine, bordée de deux pilastres cannelés d'ordre corinthien, est gravée, 186 INSCRIPTIONS en très belles lettres de 3 centimètres de hauteur, sur un cartouche à queues d'aronde: [d.] m. C(aio) Baebio Musaeo machinatori C(aius) Baebius Synbiotes fratri et conliberto merentissimo. On sait que les architectes militaires s'occupaient de la construction des ponts et des machines de guerre; de là, le mot machinator. Sur la base se développe une inscription grecque en deux lignes, mais qui ne forme que la première moitié du texte entier. L'autre moitié est conservée, depuis 1880, à la Villa Schaum, à Loschwitz, près de Dresde. Voici le fragment Dutuit, copié sur une photographie: **NOMA · MOYCAIC · ΠΙΣΤΟΤΑΤ** **///O///GNA///·OY·XAPIN·AENAON·EXE** En y rapprochant le second fragment, on obtient une épitaphe péniblement composée de lambeaux poétiques, dont un seul fait un pentamètre à peu près supportable: [Οὐ]νομαι Μουσαῖς πιστοτάτ[ος φιλίας ἐν βροτοῖς ἄνθρωπος]... οὐ χάριν ἀένανν ἔχει[ε μνήμην ἐν φιλότατι τε ἐταίρων]. Seul, parmi les mortels, Mousaios portait un nom qui désigne la plus fidèle amitié... C'est pourquoi il conserve un souvenir impérissable, et aussi dans l'affection de ses camarades. Le vieux poète Mousaios, disciple d'Orphée, avait hérité de la lyre de son maître; ce n'était pas un motif INSCRIPTIONS 187 suffisant pour appeler son nom un οὖνομα πιστοτάτης φιλέος, mais l'auteur de l'épitaphe a pu savoir, au sujet de cette amitié, des choses que nous ignorons. Μουσάϊς est dit pour Μουσικός, comme Ἰούλις pour Ἰούλιος; ὄνων pour ὄννων. Après μούνος j'ai mis des points; les copies anciennes donnent ἐ///ῶΝΑΝ, et il est possible que le dernier éditeur de l'inscription, G. Kaibel, ait eu raison d'écrire ἐς ἐῶνων (pour ἐς αἰῶνα). L'inscription a été copiée, vers la fin du XVᵉ siècle, par Fra Giocondo et se trouve dans ses deux recueils manuscrits du Dôme de Vérone et de la Bibliothèque Magliabecchi. D'après lui, le sarcophage se voyait, vers 1490, dans les écuries (in stabulis) d'un noble romain, Carolo de' Martelli, où, probablement, il servait d'abreu-voir aux chevaux. Un marbrier, Leonardi (non Lombardi, comme l'appelle Henzen), le vendit à M. Dutuit. Mazochi, Epigrammata antiquaæ urbis (1521), fol. 84. — Gruter, p. 642, 4. — Henzen, Corpus inscript. lat. VI, 9533. — Kaibel, Inscript. Siciliae etc., n. 1497. Haut. 0.66. Larg. 0.70."
234;(Pl. 176). — Épitaphe de C. Cornelius Tertius, soldat de la 9ᵉ cohorte prétorienne. C(aius) Cornelius M(arci) f(ilius), Ofen(tina tribu), Tertius, mil(es) chortis IX pr(aetoriae), 3 (= centuria) Cor(neli). Les cohortes prétoriennes, au nombre de neuf (plus tard, depuis Trajan, de dix), étaient casernées à Rome, dans les castra praetoria, derrière les Thermes de Dio-clétien. — Chortis, au lieu de cohortis, appartient à la langue vulgaire. Haut. 0.11. Larg. 0.17. 188 INSCRIPTIONS
235;"(Pl. 176). — Épitaphe de *Cremusia Albana*. Cremusia Albana. Helias et [Ar]etusa libertae de suo. A la seconde ligne, il reste une légère incertitude; un estampage serait nécessaire pour la faire disparaitre. La leçon *et [Ar]etusa* est de M. Seymour de Ricci. Haut. 0.11. Larg. 0.19."
236;"(Pl. 176). — Épitaphe de *Julia Nemesis*, danseuse. [I]ulia Nemesis saltatrix [vix(it)] ann(os) VIIII Le côté gauche est brisé; à droite, il y a un décor de rinceaux. Marini, dans le cod. Vatic. 9123 (apud Casalios). — *Corpus inscript. lat.*, t. VI, 2, 10143. Haut. 0.10. Long. 0.145."
237;"(Pl. 177). — Épitaphe de *D. Junius Chresimus*. D(ecimus) Iunius Chresimus vix(it) an(nos) XXII L'inscription est gravée sur une tablette à ailerons; dans le haut, une branchette feuillue. Haut. 0.09. Larg. 0.18."
238;"(Pl. 178). — Autel funéraire de *Junia Marcia*. D(is) M(anibus) Iuniae Marciae. N(umerius) Iunius Epagathus INSCRIPTIONS 189 et Coccet(a) Marcia filiae dulcissimae virgini fecerunt. Vixit an(nos) XIIII, m(enses) IX, d(ies) IV n(umero) Une couronne à lemnisques, accostée de deux cygnes, est sculptée sur le fronton; les faces latérales ont pour décor une aiguière et une patère. Corpus inscript. lat., VI, 20892 (copie du Père Bruzza): Maeciae, Coccia Maecia, m. IV. d. una. — Je donne le texte d'après une photographie; un estampage eût été préférable. Haut. 0.67. Larg. 0.29."
239;"(Pl. 179). — Autel sépulcral de C. Luccius Orsilochus et de sa femme. Sur la face principale, dans un encadrement, l'inscription suivante: Dis Manib(us) C(ai) Lucci Orsilochi et Lucciae Ariadine lucunda lib(erta) patronis bene merentib(us) Ariadine (pour Ariadnae), avec un second i intercalé entre deux consonnes grecques, se retrouve dans une autre inscription (Mommsen, Inscr. regni Neap. 5195) et peut s'appuyer sur de nombreux exemples analogues, tels que Daphne, gyminasium, techina, mina. L'autel est couronné de volutes et de fleurs; sur les faces latérales, on voit l'aiguière et la patère servant aux libations. Haut. totale 0.98. Larg. 0.26. Épaisseur 0.20. 190 INSCRIPTIONS"
240;(Pl. 179). — Urne funéraire de Q. Mettius Ferox, vétéran de la garde impériale. Une guirlande de fleurs et de fruits béquetés par des moineaux est suspendue à deux têtes de bélier et encadre le cartel de l'inscription. Dans le bas, deux masques, dont l'un a été enlevé. D(is) M(anibus). Q(uinto) Mettio Feroci, evocato Aug(usti), Briseis Caesaris (serva) fecit On sait que les evocati Augusti étaient des vétérans restés au service et que leur rang était presque égal au rang de centurion. Depuis Auguste, ils formaient, à Rome, un corps spécial, placé sous le commandement du préfet du prétoire. Le nôtre vivait en concubinat avec une femme de condition servile, Briséis, esclave d'un césar. Haut. 0.20. Larg. 0.31.
241;(Pl. 174). — Épitaphe de Pontia Attica. L(ucius) Amatius Phileros ollam emit Pontiae Attica C'est une dalle de colombaire qui avait été scellée sur l'urne (otla) de la défunte. La mention de l'achat de l'urne (emit) ne se rencontre pas souvent. Haut. 0.08. Larg. 0.22. INSCRIPTIONS 191
242;(Pl. 180). — Épitaphe de *Porcia Dionysia*. Porcia T(iti) l(iberta) Dionysia Cartel à ailerons. Lanciani, *Bullettino communale* 1877, p. 38. — *Corpus inscript. lat.* VI, 24832. Haut. 0.12. Larg. (sans les ailerons) 0.085.
243;(Pl. 177). — Épitaphe de *Valeria Chreste*. D(is) M(anibus). Iulius Straton posuit Valeriae Chresteni, colugi ben[e] merenti, que vixit mecu(m) [sine ul]la qu[erella]....... Écriture du IIIe siècle, presque cursive. *Chresteni*, datif de *Chreste*, comme *Niceni* de *Nice* et beaucoup d'autres. Peut-être n'y avait-il que *benmerenti* sur la pierre. Haut. 0.29. Larg. 0.29.
244;"(Pl. 180). — Épitaphe métrique de *Clytius*. Clytius l(ibertus), Phile Clyti l(iberta). Hic Clytius carus cunetis iustusq(ue) piusq(ue) est situs et subito tempore raptus abit. Quem flet amissum aeterno tempore coniun[x]. Les vers ne sont pas absolument bons; la fin du premier est une réminiscence des Héroïdes d'Ovide VIII, 4 (*iustumque piumque*), constatée par M. Bücheler, et qu'on 192 INSCRIPTIONS retrouve dans d'autres poèmes funéraires. Mais l'inscription date de l'époque d'Auguste. Trouvée en 1845 dans la vigna Cremaschi, près de la Voie latine, avec les épitaphes des affranchis de Mécène. P. E. Visconti, *Giornale arcadico 1845*, p. 197. — *Corpus inscript. lat.* VI, 7243. — Bücheler, *Carmina epigraphica*, n. 1089. Haut. 0.09. Larg. 0.31."
245;(Pl. 180). — Épitaphe de *Crescens*. domno Criscenti qui vixit ann(os) III [...] Les esclaves appelaient *dominus* (ou *domnus*) leur maitre et le fils de leur maitre. *Criscens* (pour *Crescens*) se trouve fréquemment dans le bas latin. Haut. 0.16. Larg. 0.36. — Dalle cassée au milieu.
246;(Pl. 181). — Épitaphe de *Flora*. Flora v(ixit) a(nnos) VII, Liviae Terentiae ancilla Autrefois chez Vescovali, à Rome, plus tard (1878) chez Pasinati. — Copies manuscrites dans les papiers de Fea et d'Amati, Cod. Vaticanus 9747, fol. 21. — *Corpus inscript. lat.* VI, 18499. Haut. 0.11. Larg. 0.15.
247;"(Pl. 181). — Cippe sépulcral de *Prepusa* et *Primilla*. D(is) M(anibus) Prepusaes. vix(it) ann(os) XXXV. posuit INSCRIPTIONS 193 Amothothara filiae plisimae (sic) et Primillae sorori eius. vix(it) ann(os) XXV Le nom de la mère, Amothothara, est un nom propre sémitique. Prepusa, dans la langue vulgaire, fait au génitif Prepusaes. — Le cippe est couronné d'un fronton entre deux demi-palmettes; un canthare accosté de deux étoiles symbolise la vie future. Haut. 0.42. Larg. 0.25."
248;"(Pl. 184). — Poids de Rusticus. Pierre noire polie, figurant une sphère tronquée, c'està-dire privée de ses deux calottes polaires. Sur la partie convexe on lit l'inscription suivante: EX AVC(toritate) Q(uinti) IVNI RVSTICI PRAEFECTI VRB(i). Sur le plat supérieur, à plusieurs endroits, on a essayé d'évider la pierre, pour en ajuster le poids en coulant du plomb dans les petites cavités ainsi ménagées. Le poids pèse 157 grammes; c'était donc une demi-livre romaine, dont le poids normal était de 163 grammes 73. Nous connaissons un assez grand nombre de ces pierres noires, taillées à Rome d'après l'étalon de Rusticus, et de dimensions très variées. Quintus Junius Rusticus avait été le professeur de philosophie de l'empereur Marc-Aurèle; après son second consulat (162 de notre ère), il fut chargé de la préfecture urbaine. Trouvé à Rome. Haut. 0.032. Diam. 0.048. DECLASSIFIED Authority RF 74365 SUPPLÉMENT DECLASSIFIED Authority RF 74365 14 (Pl. 17. 185-186). — A la demande de M. Wolters, j'ai fait reproduire ce bronze sous deux nouveaux aspects. Le roi grec qu'il représente n'est pas encore identifié; je pense à l'un des Attale de Pergame. 20 Un troisième exemplaire, muni de son pilastre en forme de Terme, est au Musée de Berlin. 109 Les cartouches royaux sont de Ramsès III."
249;"(Pl. 187-189). — Situle en bronze, le tour orné d'un relief en fonte pleine et repris au ciseau. Sous l'un des anneaux qui retiennent l'anse, un jeune berger, jouant de la syrinx, est assis entre deux arbres. Il n'a pour vêtement que la tunique courte; devant lui, on voit trois moutons paissant, un bélier et, au second plan, sur le coteau, un mouton couché et une cabane de berger. Plus loin, sous le second anneau, et pareillement entre deux arbres, un jeune homme se tient debout à droite, vêtu d'un manteau à capuchon et appuyé sur une houlette. Devant lui, quatre chèvres. L'une de ces chèvres est couchée, une autre saute contre un arbre et broute les feuilles. 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 SUPPLÉMENT 199 Anse mobile, couvercle plat, ayant perdu sa charnière. Les bords du couvercle sont ciselés, et une ouverture oblongue est percée au centre. Le vase a probablement servi de tire-lire, dont le trou se dissimulait sous un second couvercle, de dimensions moindres. — Patine verte. Trouvé à Hautot-l'Auvray, près de Doudeville (arrondissement d'Yvetot, Seine-Inférieure), par des ouvriers qui abattaient un arbre dans l'enclos de M. Yves Delalande. Vente Charles Lormier (Paris, décembre 1900); catalogue, n° 1094 (pl. V). Haut. (avec les anneaux) 0.083. Larg. 0.085."
250;"(Pl. 190-195). — Placage d'un char étrusque; fragments de bronze trouvés à Capoue. Ces fragments, au nombre de six, estampés, et du plus beau style étrusque archaïque, ont servi de décor à un char de guerre monté sur deux roues, fermé par devant et sur les côtés. Nous possédons le placage presque complet de la paroi latérale de gauche, surmonté de son appui en demi-cercle. On y voit une chimère en marche, la gueule ouverte. Du panneau opposé, représentant la même chimère, mais placée en sens contraire, il ne subsiste que la tête de chèvre avec l'encolure, et la queue du monstre, transformée en serpent. Trois autres fragments faisaient partie d'une frise qui se développait probablement au dessous des chimères. Le premier a pour sujet deux béliers cossant; du second, absolument pareil, il n'est resté intact, ou à peu près, qu'un seul bélier, celui de gauche; sur le troisième fragment, on voit l'arrière-train du bélier qui cossait avec l'autre et qu'un lion attaque par derrière. Le timon du char finissait en tête de lion (pl. 195). 200 SUPPLÉMENT Il faut se rappeler que la caisse des chars de guerre ne dépassait pas la hauteur des genoux du combattant; caisse et barres d'appui étaient en bois plaqué de bronze. Cette œuvre d'art, précieuse par sa haute antiquité, remonte au moins au 6ᵉ siècle avant notre ère. Il n'est pas surprenant qu'on l'ait trouvée dans une nécropole de la Campanie, car, pendant tout le 6ᵉ siècle et la moitié du 5ᵉ, la Campanie était sujette aux Étrusques, qui y fondèrent deux grandes villes, Capoue et Nola. Ce n'est qu'en 443, que Capoue tomba au pouvoir des Samnites. La trouvaille date de 1880 ou 1881. — Anc. collection Bourguignon; catalogue de vente (Paris, 1901), n. 329 (vignette, p. 69). Haut. du panneau de la chimère (avec l'appui) 0.52. Larg. 0.34. — Long. de la frise aux béliers 0.41. Haut. 0.13. — Patine verte rugueuse."
